CameraMaker,CameraModel,SensorWidth(mm),SensorHeight(mm),SensorWidth(pixels),SensorHeight(pixels)
Ricoh,R50,6.08,4.56,3708,2788
Ricoh,R8,6.16,4.62,3701,2783
Ricoh,RDC-200G,6.4,4.8,1710,1286
Ricoh,RDC-4300,4.8,3.6,1264,950
Ricoh,RDC-5000,5.33,4,1710,1286
Ricoh,RDC-5300,5.33,4,1710,1286
Ricoh,RDC-6000,6.4,4.8,1589,1195
Ricoh,RDC-7,7.11,5.33,2031,1527
Ricoh,RDC-i500,7.11,5.33,2031,1527
Ricoh,RDC-i700,7.11,5.33,2031,1527
Ricoh,WG-20,6.16,4.62,4315,3244
Ricoh,WG-4,6.16,4.62,4612,3468
Ricoh,WG-M1,6.16,4.62,4315,3244
Rollei,Compactline 100,6.16,4.62,3647,2742
Rollei,Compactline 101,5.75,4.32,3647,2742
Rollei,Compactline 102,5.75,4.32,3647,2742
Rollei,Compactline 103,6.08,4.56,3647,2742
Rollei,Compactline 110,5.75,4.32,3647,2742
Rollei,Compactline 130,5.75,4.32,3647,2742
Rollei,Compactline 150,6.08,4.56,3647,2742
Rollei,Compactline 200,6.16,4.62,3995,3004
Rollei,Compactline 202,6.08,4.56,3995,3004
Rollei,Compactline 203,6.08,4.56,3995,3004
Rollei,Compactline 230,6.08,4.56,3995,3004
Rollei,Compactline 302,6.08,4.56,3995,3004
Rollei,Compactline 304,6.08,4.56,4315,3244
Rollei,Compactline 312,6.16,4.62,3995,3004
Rollei,Compactline 320,6.08,4.56,3995,3004
Rollei,Compactline 350,6.16,4.62,3995,3004
Rollei,Compactline 360 TS,6.16,4.62,3995,3004
Rollei,Compactline 370 TS,6.16,4.62,4315,3244
Rollei,Compactline 390 SE,6.16,4.62,4315,3244
Rollei,Compactline 412,6.08,4.56,3995,3004
Rollei,Compactline 415,6.08,4.56,4315,3244
Rollei,Compactline 425,6.16,4.62,4315,3244
Rollei,Compactline 50,6.16,4.62,2579,1939
Rollei,Compactline 52,6.16,4.62,2579,1939
Rollei,Compactline 55,6.16,4.62,2579,1939
Rollei,Compactline 80,5.75,4.32,3262,2453
Rollei,Compactline 81,5.75,4.32,3262,2453
Rollei,Compactline 90,6.16,4.62,3459,2601
Rollei,d20 motion,7.11,5.33,1631,1226
Rollei,d210 motion,4.5,3.37,1678,1252
Rollei,d23 com,7.53,5.64,1755,1310
Rollei,d33 com,7.11,5.33,2099,1578
Rollei,d330 motion,5.33,4,2108,1585
Rollei,d41 com,7.11,5.33,2343,1762
Rollei,d530 flex,8.8,6.6,2579,1939
Rollei,da10,5.75,4.32,2579,1939
Rollei,da1325 Prego,5.75,4.32,3647,2742
Rollei,da5324,5.75,4.32,2627,1975
Rollei,da5325 Prego,5.75,4.32,2627,1975
Rollei,da6324,5.75,4.32,2909,2187
Rollei,da7325 Prego,5.75,4.32,3103,2333
Rollei,da8324,5.75,4.32,3262,2453
Rollei,dc 3100,5.33,4,2031,1527
Rollei,dcx 310,7.11,5.33,2031,1527
Rollei,dcx 400,7.11,5.33,2306,1734
Rollei,dk 3000,5.33,4,2044,1537
Rollei,dk4010,5.33,4,2306,1734
Rollei,dp 300,5.33,4,2031,1527
Rollei,dp 3210,5.33,4,2063,1551
Rollei,dp6500,7.11,5.33,2825,2124
Rollei,dpx 310,5.33,4,2031,1527
Rollei,dr 5,5.75,4.32,2579,1939
Rollei,dr 5100,7.11,5.33,2612,1964
Rollei,ds6,5.75,4.32,2825,2124
Rollei,dsx 410,5.75,4.32,2306,1734
Rollei,dt 3200,5.75,4.32,2079,1563
Rollei,dt 4000,5.75,4.32,2371,1783
Rollei,dt 4200,5.75,4.32,2371,1783
Rollei,dt6 Tribute,5.75,4.32,2909,2187
Rollei,dx63,5.75,4.32,2909,2187
Rollei,Flexline 100,5.75,4.32,3647,2742
Rollei,Flexline 100 iT,5.75,4.32,3647,2742
Rollei,Flexline 140,6.08,4.56,3647,2742
Rollei,Flexline 200,6.08,4.56,3995,3004
Rollei,Flexline 202,6.16,4.62,3995,3004
Rollei,Flexline 250,6.08,4.56,3995,3004
Rollei,Kids 100,8.8,6.6,632,475
Rollei,Powerflex 240 HD,6.16,4.62,4612,3468
Rollei,Powerflex 360 Full HD,6.16,4.62,4893,3679
Rollei,Powerflex 3D,6.08,4.56,2629,1977
Rollei,Powerflex 400,6.08,4.56,4315,3244
Rollei,Powerflex 440,6.08,4.56,4315,3244
Rollei,Powerflex 450,6.08,4.56,4315,3244
Rollei,Powerflex 455,6.08,4.56,4315,3244
Rollei,Powerflex 460,6.08,4.56,4315,3244
Rollei,Powerflex 470,6.08,4.56,4315,3244
Rollei,Powerflex 500,6.08,4.56,4612,3468
Rollei,Powerflex 600,6.16,4.62,4315,3244
Rollei,Powerflex 610 HD,6.16,4.62,4612,3468
Rollei,Powerflex 700 Full HD,6.08,4.56,3995,3004
Rollei,Powerflex 800,6.08,4.56,4315,3244
Rollei,Powerflex 820,6.08,4.56,4612,3468
Rollei,Prego da3,5.33,4,2063,1551
Rollei,Prego da4,5.75,4.32,2335,1756
Rollei,Prego da5,5.75,4.32,2579,1939
Rollei,Prego da6,7.11,5.33,2825,2124
Rollei,Prego dp4200,5.75,4.32,2363,1777
Rollei,Prego dp5200,5.75,4.32,2629,1977
Rollei,Prego dp5300,7.11,5.33,2643,1987
Rollei,Prego dp5500,5.75,4.32,2579,1939
Rollei,Prego dp6000,7.11,5.33,2909,2187
Rollei,Prego dp6200,7.11,5.33,2909,2187
Rollei,Prego dp6300,7.11,5.33,2894,2176
Rollei,Prego dp8300,7.11,5.33,3282,2468
Rollei,RCP-10325X,7.11,5.33,3647,2742
Rollei,RCP-5324,5.75,4.32,2579,1939
Rollei,RCP-6324,5.75,4.32,2862,2152
Rollei,RCP-7324,5.75,4.32,3051,2294
Rollei,RCP-7325XS,5.75,4.32,3051,2294
Rollei,RCP-7330X,5.75,4.32,3086,2320
Rollei,RCP-7430XW,5.75,4.32,3072,2310
Rollei,RCP-8325,5.75,4.32,3262,2453
Rollei,RCP-8325X,7.11,5.33,3262,2453
Rollei,RCP-8325XS,5.75,4.32,3262,2453
Rollei,RCP-8330X,5.75,4.32,3262,2453
Rollei,RCP-8427XW,5.75,4.32,3262,2453
Rollei,RCP-8527X,5.75,4.32,3262,2453
Rollei,RCP-S10,6.16,4.62,3647,2742
Rollei,RCP-S8,5.75,4.32,3262,2453
Rollei,Sportsline 50,6.16,4.62,2579,1939
Rollei,Sportsline 60 Camouflage,6.16,4.62,2579,1939
Rollei,Sportsline 62,6.16,4.62,3647,2742
Rollei,Sportsline 90,6.16,4.62,3459,2601
Rollei,Sportsline 99,6.16,4.62,4315,3244
Rollei,X-8,5.75,4.32,3262,2453
Rollei,X-8 Compact,5.75,4.32,3262,2453
Rollei,X-8 Sports,5.75,4.32,3262,2453
Rollei,XS-10,5.75,4.32,3647,2742
Rollei,XS-10 inTouch,6.16,4.62,3647,2742
Rollei,XS-8,5.75,4.32,3262,2453
Rollei,XS-8 Crystal,5.75,4.32,3262,2453
Samsung,AQ100,6.08,4.56,4029,3029
Samsung,CL5,5.75,4.32,3459,2601
Samsung,CL65,6.08,4.56,4029,3029
Samsung,CL80,6.16,4.62,4346,3268
Samsung,D75,5.75,4.32,3095,2327
Samsung,D830,7.11,5.33,3282,2468
Samsung,D85,5.75,4.32,3322,2498
Samsung,D860,5.75,4.32,3282,2468
Samsung,Digimax 101,6.4,4.8,1315,989
Samsung,Digimax 130,4.5,3.37,1268,946
Samsung,Digimax 200,5.33,4,1676,1260
Samsung,Digimax 201,4.5,3.37,1637,1222
Samsung,Digimax 202,6.4,4.8,1589,1195
Samsung,Digimax 210 SE,5.33,4,1672,1257
Samsung,Digimax 220 SE,5.33,4,1676,1260
Samsung,Digimax 230,5.33,4,1589,1195
Samsung,Digimax 240,4.5,3.37,1637,1222
Samsung,Digimax 250,4.5,3.37,1596,1191
Samsung,Digimax 301,5.33,4,2031,1527
Samsung,Digimax 330,7.53,5.64,2116,1579
Samsung,Digimax 340,7.11,5.33,2063,1551
Samsung,Digimax 35 MP3,4.8,3.6,632,475
Samsung,Digimax 350SE,7.11,5.33,2031,1527
Samsung,Digimax 360,7.11,5.33,2063,1551
Samsung,Digimax 370,5.75,4.32,2031,1527
Samsung,Digimax 401,5.75,4.32,2306,1734
Samsung,Digimax 410,7.11,5.33,2277,1712
Samsung,Digimax 420,7.11,5.33,2335,1756
Samsung,Digimax 430,5.75,4.32,2277,1712
Samsung,Digimax 50 duo,4.8,3.6,632,475
Samsung,Digimax 530,7.11,5.33,2579,1939
Samsung,Digimax A400,5.75,4.32,2306,1734
Samsung,Digimax A402,5.75,4.32,2363,1777
Samsung,Digimax A5,7.11,5.33,2579,1939
Samsung,Digimax A50,5.75,4.32,2579,1939
Samsung,Digimax A502,5.75,4.32,2579,1939
Samsung,Digimax A503,5.75,4.32,2629,1977
Samsung,Digimax A55W,5.75,4.32,2579,1939
Samsung,Digimax A6,7.11,5.33,2825,2124
Samsung,Digimax A7,7.11,5.33,3095,2327
Samsung,Digimax D103,7.11,5.33,3701,2783
Samsung,Digimax i5,5.75,4.32,2579,1939
Samsung,Digimax i50 MP3,5.75,4.32,2604,1958
Samsung,Digimax i6,5.75,4.32,2825,2124
Samsung,Digimax L50,5.75,4.32,2579,1939
Samsung,Digimax L55W,5.75,4.32,2612,1964
Samsung,Digimax L60,5.75,4.32,2825,2124
Samsung,Digimax L70,5.75,4.32,3095,2327
Samsung,Digimax L85,7.11,5.33,3282,2468
Samsung,Digimax S1000,7.11,5.33,3665,2756
Samsung,Digimax S500,5.75,4.32,2604,1958
Samsung,Digimax S600,5.75,4.32,2849,2142
Samsung,Digimax S700,5.75,4.32,3095,2327
Samsung,Digimax S800,7.11,5.33,3282,2468
Samsung,Digimax U-CA 3,5.33,4,2031,1527
Samsung,Digimax U-CA 4,5.75,4.32,2335,1756
Samsung,Digimax U-CA 401,5.75,4.32,2277,1712
Samsung,Digimax U-CA5,5.75,4.32,2579,1939
Samsung,Digimax U-CA501,5.75,4.32,2579,1939
Samsung,Digimax U-CA505,5.75,4.32,2579,1939
Samsung,Digimax V3,7.11,5.33,2108,1585
Samsung,Digimax V4,7.11,5.33,2277,1712
Samsung,Digimax V40,7.11,5.33,2277,1712
Samsung,Digimax V4000,7.11,5.33,2306,1734
Samsung,Digimax V5,7.11,5.33,2579,1939
Samsung,Digimax V50,7.11,5.33,2579,1939
Samsung,Digimax V6,6.74,5.05,2849,2142
Samsung,Digimax V600,7.11,5.33,2918,2194
Samsung,Digimax V70,7.11,5.33,3051,2294
Samsung,Digimax V700,7.11,5.33,3072,2310
Samsung,Digimax V800,7.11,5.33,3262,2453
Samsung,DV100,6.16,4.62,4627,3479
Samsung,DV150F,6.16,4.62,4642,3490
Samsung,DV300F,6.16,4.62,4612,3468
Samsung,ES10,5.75,4.32,3322,2498
Samsung,ES15,6.08,4.56,3683,2769
Samsung,ES17,6.08,4.56,4029,3029
Samsung,ES20,6.08,4.56,3683,2769
Samsung,ES25,6.08,4.56,4045,3041
Samsung,ES28,6.08,4.56,4045,3041
Samsung,ES30,6.16,4.62,3995,3004
Samsung,ES50,6.08,4.56,3262,2453
Samsung,ES55,6.08,4.56,3683,2769
Samsung,ES60,6.08,4.56,4029,3029
Samsung,ES65,6.08,4.56,3683,2769
Samsung,ES70,6.08,4.56,4029,3029
Samsung,ES73,6.08,4.56,4045,3041
Samsung,ES75,6.08,4.56,4315,3244
Samsung,ES80,6.16,4.62,3995,3004
Samsung,ES90,6.16,4.62,4346,3268
Samsung,ES95,6.16,4.62,4627,3479
Samsung,EX1,7.53,5.64,3661,2732
Samsung,EX2F,7.53,5.64,4076,3042
Samsung,Galaxy Camera,6.16,4.62,4656,3501
Samsung,Galaxy Camera 2,6.16,4.62,4656,3501
Samsung,Galaxy NX,23.5,15.7,5519,3679
Samsung,GX-10,23.5,15.7,3873,2582
Samsung,GX-1L,23.5,15.7,3026,2017
Samsung,GX-1S,23.5,15.7,3026,2017
Samsung,GX-20,23.4,15.6,4680,3120
Samsung,HZ10W,6.08,4.56,3683,2769
Samsung,HZ15W,6.08,4.56,4011,3016
Samsung,HZ25W,6.08,4.56,4078,3066
Samsung,HZ30W,6.16,4.62,3995,3004
Samsung,HZ35W,6.16,4.62,3995,3004
Samsung,HZ50W,6.16,4.62,4284,3221
Samsung,i100,6.08,4.56,3683,2769
Samsung,i7,5.75,4.32,3072,2310
Samsung,i70,5.75,4.32,3072,2310
Samsung,i8,5.75,4.32,3302,2483
Samsung,i80,5.75,4.32,3302,2483
Samsung,i85,5.75,4.32,3282,2468
Samsung,IT100,6.08,4.56,4029,3029
Samsung,L100,5.75,4.32,3302,2483
Samsung,L110,5.75,4.32,3302,2483
Samsung,L200,5.75,4.32,3683,2769
Samsung,L201,6.08,4.56,3683,2769
Samsung,L210,6.08,4.56,3683,2769
Samsung,L301,6.08,4.56,4060,3053
Samsung,L310W,7.44,5.58,4253,3198
Samsung,L700,5.75,4.32,3072,2310
Samsung,L73,5.75,4.32,3072,2310
Samsung,L730,5.75,4.32,3095,2327
Samsung,L74,5.75,4.32,3072,2310
Samsung,L74 Wide,5.75,4.32,3072,2310
Samsung,L77,5.75,4.32,3072,2310
Samsung,L80,7.11,5.33,3342,2513
Samsung,L830,5.75,4.32,3282,2468
Samsung,L83T,5.75,4.32,3302,2483
Samsung,M100,5.75,4.32,3302,2483
Samsung,Miniket VP-MS10,5.75,4.32,2643,1987
Samsung,Miniket VP-MS11,5.75,4.32,2643,1987
Samsung,Miniket VP-MS15,5.75,4.32,2643,1987
Samsung,MV800,6.16,4.62,4642,3490
Samsung,NV10,7.11,5.33,3647,2742
Samsung,NV100 HD,7.44,5.58,4422,3325
Samsung,NV11,7.11,5.33,3647,2742
Samsung,NV15,7.27,5.46,3665,2756
Samsung,NV20,7.44,5.58,4011,3016
Samsung,NV24HD,6.16,4.62,3683,2769
Samsung,NV3,5.75,4.32,3072,2310
Samsung,NV30,5.75,4.32,3282,2468
Samsung,NV4,5.75,4.32,3302,2483
Samsung,NV40,6.08,4.56,3737,2810
Samsung,NV7 OPS,5.75,4.32,3072,2310
Samsung,NV8,7.27,5.46,3282,2468
Samsung,NV9,6.16,4.62,3683,2769
Samsung,NX mini,13.2,8.8,5546,3697
Samsung,NX1,23.5,15.7,6504,4336
Samsung,NX10,23.4,15.6,4680,3120
Samsung,NX100,23.4,15.6,4680,3120
Samsung,NX1000,23.5,15.7,5519,3679
Samsung,NX11,23.4,15.6,4680,3120
Samsung,NX1100,23.5,15.7,5519,3679
Samsung,NX20,23.5,15.7,5519,3679
Samsung,NX200,23.5,15.7,5519,3679
Samsung,NX2000,23.5,15.7,5519,3679
Samsung,NX210,23.5,15.7,5519,3679
Samsung,NX30,23.5,15.7,5519,3679
Samsung,NX300,23.5,15.7,5519,3679
Samsung,NX3000,23.5,15.7,5519,3679
Samsung,NX5,23.4,15.6,4680,3120
Samsung,PL10,5.75,4.32,3459,2601
Samsung,PL100,6.08,4.56,4029,3029
Samsung,PL120,6.16,4.62,4346,3268
Samsung,PL150,6.08,4.56,4029,3029
Samsung,PL160,6.08,4.56,4627,3479
Samsung,PL170,6.08,4.56,4627,3479
Samsung,PL20,6.16,4.62,4346,3268
Samsung,PL200,6.16,4.62,4346,3268
Samsung,PL210,6.16,4.62,4315,3244
Samsung,PL50,6.08,4.56,3683,2769
Samsung,PL51,6.16,4.62,3701,2783
Samsung,PL55,6.08,4.56,4029,3029
Samsung,PL60,6.08,4.56,3683,2769
Samsung,PL65,6.08,4.56,3995,3004
Samsung,PL70,6.08,4.56,4029,3029
Samsung,PL80,6.08,4.56,4060,3053
Samsung,PL90,6.08,4.56,4029,3029
Samsung,Pro815,8.8,6.6,3262,2453
Samsung,S1030,7.11,5.33,3647,2742
Samsung,S1050,7.11,5.33,3647,2742
Samsung,S1060,6.08,4.56,3683,2769
Samsung,S1070,6.08,4.56,3683,2769
Samsung,S630,5.75,4.32,2825,2124
Samsung,S730,5.75,4.32,3072,2310
Samsung,S750,5.75,4.32,3095,2327
Samsung,S760,5.75,4.32,3095,2327
Samsung,S830,7.11,5.33,3262,2453
Samsung,S85,5.75,4.32,3302,2483
Samsung,S850,7.11,5.33,3262,2453
Samsung,S860,5.75,4.32,3282,2468
Samsung,SDC-MS61,5.75,4.32,2825,2124
Samsung,SH100,6.08,4.56,4315,3244
Samsung,SL102,6.08,4.56,3683,2769
Samsung,SL201,6.08,4.56,3683,2769
Samsung,SL202,6.08,4.56,3683,2769
Samsung,SL30,6.08,4.56,3683,2769
Samsung,SL310W,7.44,5.58,4253,3198
Samsung,SL50,6.08,4.56,3683,2769
Samsung,SL502,6.08,4.56,4029,3029
Samsung,SL600,6.08,4.56,4029,3029
Samsung,SL605,6.08,4.56,3995,3004
Samsung,SL620,6.08,4.56,4029,3029
Samsung,SL630,6.08,4.56,4060,3053
Samsung,SL720,6.08,4.56,4029,3029
Samsung,SL820,6.08,4.56,4029,3029
Samsung,ST10,5.75,4.32,3479,2616
Samsung,ST100,6.16,4.62,4346,3268
Samsung,ST1000,6.16,4.62,3995,3004
Samsung,ST150F,6.16,4.62,4642,3490
Samsung,ST200F,6.16,4.62,4612,3468
Samsung,ST30,4.8,3.6,3665,2756
Samsung,ST45,6.08,4.56,4029,3029
Samsung,ST50,6.08,4.56,4029,3029
Samsung,ST500,6.16,4.62,3995,3004
Samsung,ST5000,6.16,4.62,4346,3268
Samsung,ST550,6.08,4.56,4029,3029
Samsung,ST5500,6.16,4.62,4346,3268
Samsung,ST60,6.16,4.62,4060,3053
Samsung,ST600,6.08,4.56,4346,3268
Samsung,ST65,6.16,4.62,4346,3268
Samsung,ST6500,6.08,4.56,4627,3479
Samsung,ST66,6.16,4.62,4627,3479
Samsung,ST70,6.16,4.62,4376,3290
Samsung,ST700,6.16,4.62,4612,3468
Samsung,ST72,6.16,4.62,4642,3490
Samsung,ST76,6.16,4.62,4627,3479
Samsung,ST77,6.16,4.62,4627,3479
Samsung,ST80,6.08,4.56,4346,3268
Samsung,ST88,6.16,4.62,4627,3479
Samsung,ST90,6.16,4.62,4330,3256
Samsung,ST93,6.16,4.62,4627,3479
Samsung,ST95,6.16,4.62,4627,3479
Samsung,ST96,6.16,4.62,4406,3313
Samsung,TL100,6.08,4.56,4029,3029
Samsung,TL105,6.16,4.62,4060,3053
Samsung,TL110,6.16,4.62,4376,3290
Samsung,TL205,6.08,4.56,4029,3029
Samsung,TL210,6.08,4.56,4029,3029
Samsung,TL220,6.08,4.56,4029,3029
Samsung,TL225,6.08,4.56,4029,3029
Samsung,TL240,6.16,4.62,4346,3268
Samsung,TL320,6.08,4.56,4029,3029
Samsung,TL34HD,7.44,5.58,4422,3325
Samsung,TL350,6.08,4.56,3647,2742
Samsung,TL500,7.53,5.64,3661,2732
Samsung,TL9,6.16,4.62,3683,2769
Samsung,WB100,6.16,4.62,4642,3490
Samsung,WB1000,6.08,4.56,3995,3004
Samsung,WB110,6.16,4.62,5183,3897
Samsung,WB1100F,6.16,4.62,4642,3490
Samsung,WB150F,6.16,4.62,4346,3268
Samsung,WB2000,6.08,4.56,3647,2742
Samsung,WB200F,6.16,4.62,4346,3268
Samsung,WB210,6.16,4.62,4315,3244
Samsung,WB2100,6.16,4.62,4667,3509
Samsung,WB2200F,6.16,4.62,4671,3512
Samsung,WB250F,6.16,4.62,4346,3268
Samsung,WB30F,6.16,4.62,4642,3490
Samsung,WB350F,6.16,4.62,4656,3501
Samsung,WB35F,6.16,4.62,4642,3490
Samsung,WB500,6.08,4.56,3701,2783
Samsung,WB5000,6.08,4.56,4078,3066
Samsung,WB50F,6.16,4.62,4642,3490
Samsung,WB510,6.08,4.56,3701,2783
Samsung,WB550,6.08,4.56,4060,3053
Samsung,WB5500,6.16,4.62,4284,3221
Samsung,WB560,6.08,4.56,4060,3053
Samsung,WB600,6.16,4.62,3995,3004
Samsung,WB650,6.16,4.62,3995,3004
Samsung,WB660,6.16,4.62,4029,3029
Samsung,WB690,6.08,4.56,3995,3004
Samsung,WB700,6.08,4.56,4315,3244
Samsung,WB750,6.08,4.56,4078,3066
Samsung,WB800F,6.16,4.62,4656,3501
Samsung,WB850F,6.16,4.62,4642,3490
Samsung,WP10,6.08,4.56,4029,3029
Sanyo,DSC S1,5.33,4,2063,1551
Sanyo,DSC S3,5.33,4,2063,1551
Sanyo,DSC S4,5.75,4.32,2306,1734
Sanyo,DSC S5,5.75,4.32,2671,2008
Sanyo,VPC A5,5.75,4.32,2579,1939
Sanyo,VPC AZ1,7.11,5.33,2343,1762
Sanyo,VPC AZ3 EX,7.11,5.33,2306,1734
Sanyo,VPC E1090,6.16,4.62,3647,2742
Sanyo,VPC E1403,6.16,4.62,4315,3244
Sanyo,VPC E1500TP,6.08,4.56,4315,3244
Sanyo,VPC E890,5.75,4.32,3282,2468
Sanyo,VPC HD1 EX,5.75,4.32,2599,1954
Sanyo,VPC J1 EX,5.33,4,2063,1551
Sanyo,VPC J2 EX,5.33,4,2063,1551
Sanyo,VPC J4 EX,5.33,4,2306,1734
Sanyo,VPC MZ1,7.11,5.33,1676,1260
Sanyo,VPC MZ2,7.11,5.33,1631,1226
Sanyo,VPC S1085,6.08,4.56,3647,2742
Sanyo,VPC S122,6.16,4.62,3995,3004
Sanyo,VPC S1275,6.16,4.62,4011,3016
Sanyo,VPC S1414,6.08,4.56,4315,3244
Sanyo,VPC S885,5.75,4.32,3282,2468
Sanyo,VPC T1495,6.08,4.56,4315,3244
Sanyo,VPC X1200,6.16,4.62,3995,3004
Sanyo,VPC X1220,6.16,4.62,3995,3004
Sanyo,VPC X1420,6.16,4.62,4315,3244
Sanyo,Xacti C1,5.33,4,2063,1551
Sanyo,Xacti C4,5.33,4,2306,1734
Sanyo,Xacti C40,5.33,4,2306,1734
Sanyo,Xacti C5,5.75,4.32,2645,1989
Sanyo,Xacti C6,5.75,4.32,2825,2124
Sanyo,Xacti DMX-CA65,5.75,4.32,2910,2188
Sanyo,Xacti DMX-CA8,5.75,4.32,3286,2471
Sanyo,Xacti DMX-CG65,5.75,4.32,2910,2188
Sanyo,Xacti DMX-CG9,6.08,4.56,3483,2619
Sanyo,Xacti DMX-HD700,5.75,4.32,3133,2356
Sanyo,Xacti DMX-HD800,5.75,4.32,3262,2453
Sanyo,Xacti E6,5.75,4.32,2910,2188
Sanyo,Xacti E60,5.75,4.32,2910,2188
Sanyo,Xacti S50,5.75,4.32,2625,1974
Sanyo,Xacti S6,5.75,4.32,2910,2188
Sanyo,Xacti S60,5.75,4.32,2867,2156
Sanyo,Xacti S70,5.75,4.32,3072,2310
Sanyo,Xacti VPC S1 EX,5.33,4,2063,1551
Sanyo,Xacti VPC S3 EX,5.33,4,2063,1551
Sanyo,Xacti VPC S4 EX,5.75,4.32,2306,1734
Sanyo,Xacti VPC-503,5.75,4.32,2579,1939
Sanyo,Xacti VPC-603,5.75,4.32,2825,2124
Sanyo,Xacti VPC-CA6,5.75,4.32,2825,2124
Sanyo,Xacti VPC-CA9,5.75,4.32,3463,2604
Sanyo,Xacti VPC-CG10,6.08,4.56,3765,2831
Sanyo,Xacti VPC-CG6,5.75,4.32,2910,2188
Sanyo,Xacti VPC-E10,6.16,4.62,3647,2742
Sanyo,Xacti VPC-E1075,6.08,4.56,3647,2742
Sanyo,Xacti VPC-E7,5.75,4.32,3072,2310
Sanyo,Xacti VPC-E760,5.75,4.32,3072,2310
Sanyo,Xacti VPC-E860,5.75,4.32,3282,2468
Sanyo,Xacti VPC-E870,5.75,4.32,3262,2453
Sanyo,Xacti VPC-E875,5.75,4.32,3282,2468
Sanyo,Xacti VPC-HD1A,5.75,4.32,2671,2008
Sanyo,Xacti VPC-HD2,5.75,4.32,3133,2356
Sanyo,Xacti VPC-HD2000,5.75,4.32,3282,2468
Sanyo,Xacti VPC-S1070,6.08,4.56,3647,2742
Sanyo,Xacti VPC-S500,5.75,4.32,2579,1939
Sanyo,Xacti VPC-S600,5.75,4.32,2825,2124
Sanyo,Xacti VPC-S650,5.75,4.32,2825,2124
Sanyo,Xacti VPC-S670,5.75,4.32,2825,2124
Sanyo,Xacti VPC-S7,5.75,4.32,3072,2310
Sanyo,Xacti VPC-S750,5.75,4.32,3051,2294
Sanyo,Xacti VPC-S760,5.75,4.32,3072,2310
Sanyo,Xacti VPC-S770,5.75,4.32,3072,2310
Sanyo,Xacti VPC-S870,5.75,4.32,3282,2468
Sanyo,Xacti VPC-S880,5.75,4.32,3282,2468
Sanyo,Xacti VPC-T1060,6.08,4.56,3647,2742
Sanyo,Xacti VPC-T700,5.75,4.32,3051,2294
Sanyo,Xacti VPC-T850,5.75,4.32,3282,2468
Sanyo,Xacti VPC-W800,5.75,4.32,3262,2453
Sanyo,Xacti VPC-X1200,6.16,4.62,3995,3004
Sigma,DP1,20.7,13.8,2655,1770
Sigma,DP1 Merrill,24,16,4806,3204
Sigma,DP1s,20.7,13.8,2655,1770
Sigma,DP1x,20.7,13.8,2655,1770
Sigma,DP2,20.7,13.8,2655,1770
Sigma,DP2 Merrill,24,16,4806,3204
Sigma,DP2s,20.7,13.8,2655,1770
Sigma,DP2x,20.7,13.8,2655,1770
Sigma,DP3 Merrill,24,16,4806,3204
Sigma,SD1,24,16,4806,3204
Sigma,SD1 Merrill,24,16,4806,3204
Sigma,SD10,20.7,13.8,2259,1506
Sigma,SD14,20.7,13.8,2655,1770
Sigma,SD15,20.7,13.8,2655,1770
Sigma,SD9,20.7,13.8,2259,1506
Sony,A77 II,23.5,15.6,6058,4012
Sony,Alpha 7,35.8,23.9,6038,4025
Sony,Alpha 7R,35.9,24,7389,4926
Sony,Alpha 7S,35.6,23.8,4278,2852
Sony,Alpha a3000,23.5,15.6,5508,3648
Sony,Alpha a5000,23.5,15.6,5508,3648
Sony,Alpha a5100,23.5,15.6,6058,4012
Sony,Alpha a6000,23.5,15.6,6058,4012
Sony,Alpha DSLR-A100,23.6,15.8,3861,2591
Sony,Alpha DSLR-A200,23.6,15.8,3898,2616
Sony,Alpha DSLR-A230,23.5,15.7,3912,2608
Sony,Alpha DSLR-A290,23.5,15.7,4616,3077
Sony,Alpha DSLR-A300,23.6,15.8,3898,2616
Sony,Alpha DSLR-A330,23.5,15.7,3912,2608
Sony,Alpha DSLR-A350,23.6,15.8,4600,3087
Sony,Alpha DSLR-A380,23.6,15.8,4600,3087
Sony,Alpha DSLR-A390,23.5,15.7,4616,3077
Sony,Alpha DSLR-A450,23.4,15.6,4616,3077
Sony,Alpha DSLR-A500,23.5,15.6,4310,2854
Sony,Alpha DSLR-A550,23.4,15.6,4616,3077
Sony,Alpha DSLR-A560,23.5,15.6,4631,3067
Sony,Alpha DSLR-A580,23.5,15.6,4945,3275
Sony,Alpha DSLR-A700,23.5,15.6,4291,2842
Sony,Alpha DSLR-A850,35.9,24,6075,4050
Sony,Alpha DSLR-A900,35.9,24,6075,4050
Sony,Alpha NEX-3,23.4,15.6,4616,3077
Sony,Alpha NEX-3N,23.5,15.6,4930,3265
Sony,Alpha NEX-5,23.4,15.6,4616,3077
Sony,Alpha NEX-5N,23.4,15.6,4914,3276
Sony,Alpha NEX-5R,23.4,15.6,4914,3276
Sony,Alpha NEX-5T,23.4,15.6,4914,3276
Sony,Alpha NEX-6,23.5,15.6,4930,3265
Sony,Alpha NEX-7,23.5,15.6,6058,4012
Sony,Alpha NEX-C3,23.4,15.6,4929,3286
Sony,Alpha NEX-F3,23.4,15.6,4914,3276
Sony,Cyber-shot DSC-RX1,35.8,23.9,6038,4025
Sony,Cybershot DSC D700,6.4,4.8,1365,1026
Sony,Cybershot DSC D770,6.4,4.8,1365,1026
Sony,Cybershot DSC F505,6.4,4.8,1589,1195
